combination_id,source_category,source_label,scope_urls,data_sensitivity,persistence,transitive_exposure,scope_count,cross_service_breadth,has_restricted_scope,access_level,risk_label
SC-0805,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: read, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/classroom.rosters,3,1,1,2,2,0,1,High
SC-0806,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Calendar, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/calendar,3,1,0,2,2,0,2,High
SC-0807,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: read, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects.readonly; https://www.googleapis.com/auth/tasks.readonly,3,0,0,2,2,0,0,Low
SC-0808,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Cloud, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/cloud-platform.read-only,3,0,0,2,2,0,1,Medium
SC-0809,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: BigQuery, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/bigquery.insertdata,3,0,0,2,2,0,1,Medium
SC-0810,Strategy J: Bool Switching of Medium Risk Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Compute, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/compute,3,1,0,2,2,0,2,High
SC-0811,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Blogger, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/blogger.readonly,3,1,0,2,2,0,1,Medium
SC-0812,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/script.projects; https://www.googleapis.com/auth/adsense.readonly,3,0,0,2,2,0,1,Medium
SC-0813,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/analytics.edit,3,0,0,2,2,0,1,Medium
SC-0814,Strategy E: Plausable Cross Scope Combinations,"service: Apps Script, access_type: write, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/script.deployments; https://www.googleapis.com/auth/devstorage.read_write,3,1,0,2,2,0,1,Medium
SC-0815,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: YouTube, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/youtubepartner,3,1,0,2,2,0,2,High
SC-0816,Strategy J: Bool Switching of Medium Risk Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: Forms, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/forms,3,1,0,2,2,0,1,Medium
SC-0817,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: full_access, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/firebase; https://www.googleapis.com/auth/cloud-platform,3,0,1,2,2,0,3,High
SC-0818,Strategy J: Bool Switching of Medium Risk Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: BigQuery, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/bigquery,3,1,0,2,2,0,2,High
SC-0819,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: Compute, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/compute.readonly,3,1,0,2,2,0,1,Medium
SC-0820,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: AdSense, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/adsense.readonly,3,0,0,2,2,0,1,Medium
SC-0821,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: Analytics, access_type: write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/analytics.manage.users,3,0,0,2,2,0,3,High
SC-0822,Strategy J: Bool Switching of Medium Risk Combinations,"service: Firebase, access_type: read, google_classification: sensitive; service: Cloud Storage, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.readonly; https://www.googleapis.com/auth/devstorage.read_write,3,1,0,2,2,0,1,Medium
SC-0823,Strategy E: Plausable Cross Scope Combinations,"service: Firebase, access_type: write, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/firebase.messaging; https://www.googleapis.com/auth/userinfo.profile,3,1,0,2,2,0,1,Medium
SC-0824,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Calendar, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/youtube.force-ssl; https://www.googleapis.com/auth/calendar.events.public.readonly,3,1,0,2,2,0,2,High
SC-0825,Strategy J: Bool Switching of Medium Risk Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: read, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/youtubepartner; https://www.googleapis.com/auth/tasks.readonly,3,1,0,2,2,0,2,High
SC-0826,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/youtubepartner; https://www.googleapis.com/auth/cloud-platform,3,0,1,2,2,0,3,High
SC-0827,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: write, google_classification: sensitive; service: AdSense, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/youtube.upload; https://www.googleapis.com/auth/adsense,3,0,0,2,2,0,2,Medium
SC-0828,Strategy E: Plausable Cross Scope Combinations,"service: YouTube, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Online access only",https://www.googleapis.com/auth/youtubepartner; email,3,0,0,2,2,0,2,Medium
SC-0829,Strategy E: Plausable Cross Scope Combinations,"service: Slides, access_type: read, google_classification: sensitive; service: Classroom, access_type: read, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/presentations.readonly; https://www.googleapis.com/auth/classroom.profile.emails,3,0,1,2,2,0,0,Medium
SC-0830,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: full_access, google_classification: sensitive; service: Classroom, access_type: read_write, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/classroom.coursework.students,3,0,0,2,2,0,2,Medium
SC-0831,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: full_access, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/forms.body; https://www.googleapis.com/auth/cloud-platform,3,0,1,2,2,0,3,High
SC-0832,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: read_write, google_classification: sensitive; service: BigQuery, access_type: write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/forms.currentonly; https://www.googleapis.com/auth/bigquery.insertdata,3,1,0,2,2,0,1,Medium
SC-0833,Strategy E: Plausable Cross Scope Combinations,"service: Forms, access_type: full_access, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/forms.body; openid,3,1,0,2,2,0,2,High
SC-0834,Strategy E: Plausable Cross Scope Combinations,"service: Classroom, access_type: read, google_classification: sensitive; service: Calendar, access_type: read_write, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses.readonly; https://www.googleapis.com/auth/calendar.calendarlist,3,1,0,2,2,0,1,Medium
SC-0835,Strategy J: Bool Switching of Medium Risk Combinations,"service: Classroom, access_type: full_access, google_classification: sensitive; service: Tasks, access_type: full_access, google_classification: sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.courses; https://www.googleapis.com/auth/tasks,3,1,0,2,2,0,2,High
SC-0836,Strategy E: Plausable Cross Scope Combinations,"service: Classroom, access_type: read_write, google_classification: sensitive; service: Cloud, access_type: full_access, google_classification: sensitive; Online access only",https://www.googleapis.com/auth/classroom.coursework.students; https://www.googleapis.com/auth/cloud-platform,3,0,1,2,2,0,3,High
SC-0837,Strategy E: Plausable Cross Scope Combinations,"service: Classroom, access_type: read, google_classification: sensitive; service: Identity, access_type: read, google_classification: non_sensitive; Offline refresh token",https://www.googleapis.com/auth/classroom.profile.emails; email,3,1,1,2,2,0,0,Medium
